job_title_short;job_via;job_schedule_type;job_work_from_home;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;job_skills;job_location;company_name;job_title;search_location
Senior Data Analyst;via Ladders;Full-time;FALSE;17/05/2023 07:00;FALSE;TRUE;United States;year;1500000;0;{sql, python, c, go, snowflake, databricks, flow};San Francisco, CA;Square;Senior Data Analyst, Credit Policy;California, United States
Data Engineer;via LinkedIn Vietnam;Full-time;FALSE;31/05/2023 07:22;FALSE;FALSE;Vietnam;year;390000;0;{nosql, hadoop, spark, tableau, yarn};Vietnam;BillEase;Data Engineer;Vietnam
Senior Data Analyst;via Ladders;Full-time;FALSE;09/05/2023 12:00;FALSE;TRUE;United States;year;900000;0;{sql, snowflake, aws, oracle, hadoop, microstrategy, excel};West Warwick, RI;Cox Business Services, LLC;Senior Data Analyst, Business Intelligence;New York, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;29/05/2023 08:08;FALSE;FALSE;India;year;967730;0;{python, scala, spark, excel, github};Bengaluru, Karnataka, India;Prophecy;Data Engineer (Bengaluru);India
Data Engineer;via Ladders;Full-time;FALSE;24/05/2023 07:07;FALSE;TRUE;United States;year;1750000;0;{python, sql, nosql, databricks, aws, snowflake, azure, pyspark, airflow, spark, gdpr, kubernetes};Boston, MA;Blue Health Intelligence(BHI);Principal Data Engineer;Illinois, United States
Data Engineer;via Indeed;Full-time;TRUE;17/05/2023 16:11;TRUE;FALSE;Sudan;hour;0;675;{python, sql, dynamodb, aws, redshift};Anywhere;Zodiac Solutions;Lead Data Engineer;Sudan
Machine Learning Engineer;via Ai-Jobs.net;Full-time;FALSE;02/05/2023 05:30;FALSE;FALSE;South Korea;year;690000;0;{c, c++, docker};Seoul, South Korea;CLO Virtual Fashion;Machine Learning Engineer, R&D;South Korea
Cloud Engineer;via Dantech Corporation;Full-time;FALSE;14/05/2023 00:25;FALSE;FALSE;United States;hour;0;910;{python, sql, nosql, java, aws, redshift, jupyter, pyspark, spark, kafka, airflow};Trenton, NJ;Dantech Corporation Inc;Cloud Engineer (675456) // US or GC // 2 days On-site Trenton, NJ...;California, United States
Senior Data Engineer;via Indeed;Full-time;FALSE;24/05/2023 07:08;FALSE;TRUE;United States;year;1550000;0;{shell, aws, gcp, azure, redshift, snowflake, databricks, spark, kafka};Thousand Oaks, CA;Jobot;Senior Data Engineer;Florida, United States
Data Scientist;via Upwork;Contractor;TRUE;30/05/2023 14:42;FALSE;FALSE;Sudan;hour;0;575;;Anywhere;Upwork;Predictive Analytics expert to sense check project idea;Sudan
Data Scientist;via Indeed;Part-time;FALSE;13/05/2023 16:21;TRUE;FALSE;United States;hour;0;450;{go, sql, sql server};Los Angeles, CA;Wyzant;Data Science Tutor/Teacher;California, United States
Senior Data Engineer;via Motion Recruitment;Full-time;TRUE;16/05/2023 06:54;FALSE;FALSE;Sudan;year;1825000;0;{python, gcp};Anywhere;Motion Recruitment;Senior Data Science Engineer;Sudan
Data Scientist;via Robert Half;Full-time;FALSE;05/05/2023 20:49;FALSE;FALSE;Sudan;year;1475000;0;{sql, python, t-sql, flow};Houston, TX;Robert Half;Data Scientist;Sudan
Senior Data Engineer;via JobServe;Full-time;FALSE;18/05/2023 07:01;FALSE;TRUE;United States;year;1735000;0;{python, java, scala, nosql, sql, mongo, shell, mysql, cassandra, aws, snowflake, redshift, azure, airflow, hadoop, kafka, spark};Newark, NJ;Capital One;Senior Data Engineer (Python, AWS, Airflow, Snowflake);Illinois, United States
Data Engineer;via LinkedIn;Full-time;FALSE;03/05/2023 17:27;FALSE;FALSE;United States;year;1300000;0;{azure};United States;Insight Global;Data Engineer;New York, United States
Senior Data Engineer;via Dice;Full-time;FALSE;01/05/2023 12:34;TRUE;TRUE;United States;year;1700000;0;{sql, python, pyspark};Louisville, KY;Jobot;Senior Data Engineer;Georgia
Data Engineer;via LinkedIn;Full-time;FALSE;12/05/2023 18:34;FALSE;TRUE;United States;year;1500000;0;{sql, python, sql server, snowflake, ssis};Mission Viejo, CA;Robert Half;Data Engineer;Georgia
Data Analyst;via Get.It;Full-time;TRUE;01/05/2023 09:02;FALSE;TRUE;United States;hour;0;180;;Anywhere;Get It Recruit - Information Technology;Aerial Data Analyst;Florida, United States
Data Engineer;via Indeed;Full-time;FALSE;29/05/2023 03:04;FALSE;TRUE;United States;hour;0;160;{java, scala, python, nosql, sql, mongo, shell, mysql, cassandra, redshift, snowflake, aws, azure, hadoop, kafka, spark};McLean, VA;Capital One;Principal Associate, Data Engineer;New York, United States
Senior Data Scientist;via LinkedIn;Contractor;FALSE;12/05/2023 18:19;FALSE;FALSE;Sudan;hour;0;1400;{python, sql, aws, azure, gcp, pytorch, tensorflow, hugging face};Roanoke, TX;Yoh, A Day & Zimmermann Company;Senior Data scientist - W2 only - hybrid;Sudan
Data Engineer;via Indeed;Full-time;FALSE;10/05/2023 14:38;FALSE;FALSE;United States;hour;0;750;{aws, spark, hadoop, docker, jira, confluence};Newark, NJ;Snappyhires;Data Engineer;Georgia
Data Scientist;via Dice;Contractor;FALSE;10/05/2023 15:06;FALSE;FALSE;United States;year;1600000;0;{python, r, scala, spark, pyspark, jupyter, tensorflow, keras, pytorch, mxnet, opencv};Atlanta, GA;Universal Business Solutions;Data Scientist/ML;Florida, United States
Data Engineer;via LinkedIn;Contractor;TRUE;16/05/2023 10:06;FALSE;TRUE;United States;hour;0;700;{scala, python, nosql, shell, cassandra, aws, gcp, databricks, snowflake, kafka, spark};Anywhere;Pyramid Consulting, Inc;Big Data Engineer;New York, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 18:06;FALSE;FALSE;United States;year;1188500;0;{python, sql, shell, c, databricks, aws, pandas, spark, linux};San Antonio, TX;Novetta;Data Science Practitioner;Texas, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;12/05/2023 11:11;FALSE;FALSE;Singapore;year;1311930;0;{sql, gcp, tensorflow, keras, pytorch, scikit-learn, spark};Singapore;Publicis Groupe;Data Scientist;Singapore
Data Scientist;via LinkedIn;Part-time;FALSE;11/05/2023 14:39;FALSE;FALSE;United States;hour;0;185;{python, excel};Shepherdstown, WV;Freshwater Institute;Data Science Technician (Intern);Georgia
Data Analyst;via Robert Half;Contractor;FALSE;12/05/2023 13:02;TRUE;FALSE;United States;year;650000;0;{crystal, sql, sql server, tableau, excel};St. Petersburg, FL;Robert Half;Database Analyst;Florida, United States
Senior Data Engineer;via Built In Colorado;Full-time;TRUE;17/05/2023 23:24;FALSE;FALSE;United States;year;1500000;0;{c, mysql, aws, oracle, snowflake, kafka, airflow, tableau, docker, kubernetes, terraform};Anywhere;DAT Freight & Analytics;Senior Staff Data Engineer (Remote);Florida, United States
Software Engineer;via LinkedIn;Full-time;FALSE;27/05/2023 14:09;FALSE;TRUE;United States;year;2153520;0;{c, c++, java, python, go, hadoop, spark, kafka};Mountain View, CA;TikTok;Senior Software Engineer - Data Infrastructure,Live Streaming...;Florida, United States
Data Engineer;via Central Illinois Proud Jobs;Full-time;FALSE;17/05/2023 15:23;FALSE;FALSE;United States;year;1430000;0;{sql, powershell, python, r, sql server, azure, databricks, pyspark, spark, windows, word, ssis, power bi};Vienna, VA;Navy Federal Credit Union;Azure Data Engineer;Illinois, United States
Data Analyst;via LinkedIn;Contractor;FALSE;03/05/2023 17:00;FALSE;TRUE;United States;hour;0;450;{sql, sas, sas, excel, spss};Mt Laurel Township, NJ;The Projex Group;Data Analyst;New York, United States
Data Engineer;via LinkedIn;Contractor;FALSE;15/05/2023 18:22;FALSE;FALSE;United States;hour;0;625;{sql, sql server, kafka};West Des Moines, IA;Professional Project Partners, Inc. (P3);Data Engineer;New York, United States
Data Engineer;via WANE Jobs;Full-time;FALSE;28/05/2023 21:07;FALSE;FALSE;United States;year;1518400;0;{sql, snowflake, bigquery, aws, redshift, azure, spark, pyspark, kafka, git};San Leandro, CA;Supernal;Sr. Data Engineer;Illinois, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;09/05/2023 23:50;FALSE;FALSE;Sweden;year;1475000;0;{python, scala, java, c#, sql, azure, aws, snowflake, databricks, spark, hadoop};Gothenburg, Sweden;AFRY;Data Engineer;Sweden
Data Engineer;via LinkedIn;Full-time;FALSE;03/05/2023 01:07;FALSE;TRUE;United States;year;1050000;0;{python, sql, postgresql, aws, redshift, spark, airflow, looker, docker};New York, NY;OTG Management;Data Engineer;New York, United States
Data Scientist;via Karkidi;Full-time;FALSE;05/05/2023 00:05;FALSE;FALSE;United States;hour;0;450;{python, r};San Francisco, CA;Pinterest;Data Science Program;California, United States
Data Engineer;via LinkedIn;Contractor;FALSE;09/05/2023 20:42;FALSE;FALSE;United States;hour;0;700;{sql, python, azure, databricks, pyspark, tableau};Colorado;Interactive Resources - iR;8362 Data Engineer (PowerBI/Tableau);Georgia
Senior Data Engineer;via LinkedIn;Contractor;TRUE;05/05/2023 12:21;FALSE;FALSE;United States;hour;0;900;{sql, nosql, javascript, css, mysql, dynamodb, redis, aws, snowflake, oracle, jquery, flow, svn, git};Anywhere;Strategic Systems Inc;Senior Data Engineer;Georgia
Data Engineer;via Snagajob;Full-time;FALSE;06/05/2023 11:06;TRUE;FALSE;United States;hour;0;5125;{sql};Denver, CO;Robert Half;Big Data Engineer - Now Hiring;California, United States
Senior Data Engineer;via Ladders;Full-time;FALSE;29/05/2023 11:05;FALSE;TRUE;United States;year;900000;0;{shell, bash, db2, oracle, unix};Urbandale, IA;LTIMindtree;Senior Data Engineer;Texas, United States
Data Engineer;via LinkedIn;Full-time;FALSE;03/05/2023 11:33;TRUE;TRUE;United States;year;1350000;0;{sql, snowflake, word};Charlotte, NC;CyberCoders;Sr. Data Engineer;Illinois, United States
Data Engineer;via Upwork;Contractor;TRUE;13/05/2023 09:04;TRUE;FALSE;United States;hour;0;150;{python, sql, gcp, bigquery, airflow};Anywhere;Upwork;GCP Data Engineer - Contract to Hire;Georgia
Data Scientist;via Upwork;Contractor;TRUE;10/05/2023 23:56;FALSE;FALSE;Sudan;hour;0;750;{gcp};Anywhere;Upwork;Account Executive - Google Cloud Consulting (Data Science, ML, and...;Sudan
Senior Data Engineer;via WJHL Jobs;Full-time;FALSE;02/05/2023 14:09;TRUE;TRUE;United States;year;1700000;0;{sql, python, pyspark};Denver, CO;Jobot;Senior Data Engineer;California, United States
Data Scientist;via Ladders;Full-time;FALSE;24/05/2023 11:03;FALSE;TRUE;United States;year;1150000;0;{python, r, sql, nosql, mongodb, mongodb, go, java, scala, shell, elasticsearch, aws, gcp, git, docker};Atlanta, GA;Homesite Insurance Company;Data Scientist II (Hybrid/Remote);Illinois, United States
Data Scientist;via Indeed;Contractor;TRUE;02/05/2023 14:56;FALSE;FALSE;Sudan;hour;0;445200;{python, r, scala, sql, azure, databricks, aws, spark, matplotlib, ggplot2, hadoop, power bi, tableau};Anywhere;Vizva Technologies;Data Scientist............Only USC, GC, GC-EAD;Sudan
Data Engineer;via LinkedIn;Contractor;TRUE;04/05/2023 12:46;FALSE;TRUE;United States;hour;0;650;{sql, python, nosql, shell, go, redshift, snowflake, aws, spark, pyspark, unix};Anywhere;Akkodis;Cloud Data Engineer;Georgia
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;02/05/2023 01:15;FALSE;FALSE;Sri Lanka;year;985000;0;;Colombo, Sri Lanka;HolonIQ;Data Analyst;Sri Lanka
Senior Data Engineer;via LinkedIn;Full-time;FALSE;30/05/2023 17:28;FALSE;FALSE;United States;year;1525000;0;{python, aws};San Francisco, CA;Intelletec;Senior Data Engineer;Georgia
Data Engineer;via LinkedIn;Contractor;FALSE;26/05/2023 21:09;FALSE;FALSE;United States;hour;0;660;{python, sql, azure, aws, gcp, pyspark};Miami, FL;Insight Global;Python Data Engineer;Texas, United States
Data Analyst;via Indeed;Full-time;FALSE;25/05/2023 13:01;FALSE;TRUE;United States;year;1000000;0;{c#, sql, crystal, sql server, oracle, windows, sap};Chicago, IL;SDI Presence;Data Analyst;Illinois, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 09:24;TRUE;FALSE;Poland;year;1335000;0;{python, scala, sql, gcp, bigquery, spark, hadoop};Poland;Capco;Data Engineer (Python, Hadoop);Poland
Data Scientist;via Ladders;Full-time;FALSE;12/05/2023 12:06;FALSE;FALSE;United States;year;900000;0;{python, sql};Atlanta, GA;Manhattan Associates, Inc;Data Scientist;Florida, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;12/05/2023 14:32;FALSE;FALSE;United Kingdom;year;877050;0;{python, sql, bash, aws, azure, kafka, docker, github};London, UK;Valerann;Data Scientist in Mobility;United Kingdom
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 12:34;FALSE;FALSE;Greece;year;575000;0;{python, sql, tableau, git};Athens, Greece;ManpowerGroup Greece;Entry level Data Analysts, Manpower Data Analytics Academy, July 2023;Greece
Data Engineer;via Motion Recruitment;Full-time;FALSE;30/05/2023 07:09;TRUE;FALSE;United States;year;1300000;0;{go, sql, python, sql server, azure, ssrs, ssis};Pleasant Prairie, WI;Motion Recruitment;Data Engineer;Florida, United States
Data Analyst;via Indeed;Full-time;FALSE;09/05/2023 15:00;TRUE;TRUE;United States;year;487500;0;{html, sql, excel};Hainesport, NJ;Neta Scientific, Inc.;Pricing and Data Analyst;New York, United States
Data Engineer;via Indeed;Full-time;TRUE;02/05/2023 01:09;FALSE;TRUE;United States;year;1400000;0;{sql, sql server, azure, snowflake, databricks, oracle, sap};Anywhere;Jobot;Sr. Data Engineer;Texas, United States
Data Engineer;via Indeed;Contractor;TRUE;26/05/2023 16:08;TRUE;FALSE;United States;hour;0;650;{python, databricks, azure, spark, power bi};Anywhere;zettalogix.Inc;Data Engineer;Texas, United States
Data Engineer;via Indeed;Full-time;FALSE;15/05/2023 13:25;TRUE;FALSE;United States;year;11122815625;0;{sql, python, azure};Scottsdale, AZ;TEKletics;Azure Data Engineer;Illinois, United States
Data Analyst;via Dice;Full-time;FALSE;24/05/2023 12:02;FALSE;TRUE;United States;year;950000;0;{sql, power bi, tableau};Clearwater, FL;Jobot;Data Analyst;Florida, United States
Senior Data Engineer;via LinkedIn;Full-time;FALSE;07/05/2023 10:28;FALSE;FALSE;United States;year;1400000;0;{python, sql, nosql, go, postgresql, databricks, snowflake, redshift, spark, airflow, tableau, looker, word};Marietta, GA;CyberCoders;Senior Data Engineer;California, United States
Data Engineer;via LinkedIn;Full-time;FALSE;11/05/2023 15:10;FALSE;FALSE;United States;year;1250000;0;{sql, python, nosql, sql server, mysql, azure, oracle, ssis};Boulder, CO;The Doyle Group;Data Engineer;California, United States
Data Engineer;via The Big Bend Holiday Hotel;Full-time;FALSE;16/05/2023 00:22;TRUE;FALSE;Australia;hour;0;200;{sql, azure, databricks, pyspark, git};Canberra ACT, Australia;Canberra Consulting;Azure Data Engineer;Australia
Data Scientist;via Federal Government Jobs;Full-time;FALSE;26/05/2023 00:02;FALSE;FALSE;United States;year;1288160;0;;Maryland;U.S. Army Intelligence and Security Command;Data Scientist;New York, United States
Senior Data Engineer;via LinkedIn;Full-time;FALSE;19/05/2023 14:00;FALSE;TRUE;United States;year;1800000;0;{sql, python, java, scala, aws, spark, git};New York, NY;Trepp, Inc.;Senior Data Engineer;New York, United States
Data Engineer;via Indeed;Full-time;FALSE;25/05/2023 18:05;TRUE;FALSE;United States;year;1350000;0;{sql, snowflake};Clemmons, NC;CyberCoders;Sr. Data Engineer;New York, United States
Data Engineer;via Indeed;Full-time;FALSE;25/05/2023 13:06;FALSE;TRUE;United States;year;1400000;0;{assembly, python, java, c#, c++, nosql, html, css, sql, mongodb, mongodb, bash, powershell, sql server, postgresql, dynamodb, aws, azure, keras, tensorflow, linux, tableau, ssis, git};Lake Forest, CA;CyberCoders;Data Engineer;Texas, United States
Senior Data Scientist;via Indeed;Full-time;TRUE;07/05/2023 13:24;FALSE;TRUE;United States;year;1665000;0;{sql, matlab, python, r, scala, spark, git};Anywhere;CyberCoders;Senior Data Scientist $150K-170K;California, United States
Senior Data Analyst;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 14:36;FALSE;TRUE;United States;year;1400000;0;{sql, c, go, tableau, looker};Atlanta, GA;Block;Senior Risk and Governance Data Analyst;Georgia
Data Engineer;via Indeed;Full-time;FALSE;26/05/2023 22:29;FALSE;FALSE;United States;year;1924000;0;{sql, snowflake, bigquery, aws, redshift, azure, spark, pyspark, kafka, git};Washington, DC;Supernal;Sr. Data Engineer;Georgia
Data Engineer;via LinkedIn;Full-time;TRUE;31/05/2023 13:07;FALSE;FALSE;United States;year;1200000;0;{sql, snowflake, azure, ssis, ssrs};Anywhere;Insight Global;Data Engineer;California, United States
Data Scientist;via Dice.com;Full-time;TRUE;05/05/2023 22:20;FALSE;FALSE;United States;year;676500;0;{r, python, matlab, azure, power bi};Anywhere;Leidos;Quantitative Analyst / Data Scientist;Texas, United States
Data Scientist;via Upwork;Contractor;TRUE;12/05/2023 13:19;FALSE;FALSE;Sudan;hour;0;500;;Anywhere;Upwork;Data Scientist-- LLM/ NLP;Sudan
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 12:16;FALSE;FALSE;Spain;year;808500;0;{swift, power bi, tableau, looker};Spain;Welocalize;Data Analytics Specialist;Spain
Data Scientist;via Indeed;Full-time;TRUE;05/05/2023 19:20;FALSE;TRUE;United States;year;1400000;0;{sql, python, r, scala, ssrs, ssis};Anywhere;innoVet Health, LLC;Data Scientist with AI and ML experience;Texas, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 18:19;FALSE;FALSE;India;year;985000;0;{sql, python, excel};Kolkata, West Bengal, India;Energy Aspects Ltd;Data Analyst - Upstream;India
Data Analyst;via Indeed;Full-time;FALSE;02/05/2023 14:56;TRUE;TRUE;Sudan;hour;0;400;{python, tableau, jira};Texas;Precision Staffing;Data Analyst;Sudan
Data Engineer;via Dice;Full-time;FALSE;30/05/2023 15:09;FALSE;FALSE;United States;year;1875000;0;{scala, java, shell, perl, python, c++, spark, hadoop};Suitland-Silver Hill, MD;Smart Source Technologies;Data Engineer;Florida, United States
Data Analyst;via Indeed;Full-time;FALSE;14/05/2023 16:00;FALSE;TRUE;United States;year;775000;0;{tableau, alteryx, outlook};Irving, TX;Confidential;Data Analyst II;Texas, United States
Senior Data Scientist;via Hitmarker;Full-time;FALSE;09/05/2023 08:08;FALSE;TRUE;United States;year;3273300;0;{python, r, sql, go, spark, hadoop, airflow};San Mateo, CA;Roblox;Senior Data Scientist - Discovery Experiences;California, United States
Data Analyst;via Clearance Jobs;Full-time;FALSE;30/05/2023 14:00;TRUE;FALSE;United States;year;1125000;0;;Annapolis Junction, MD;Kaizen Approach, Inc;Data Analyst Jobs;New York, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 12:44;FALSE;FALSE;Sri Lanka;year;485985;0;{power bi, dax};Colombo, Sri Lanka;IFS;Power BI Data Analyst - R&D Labs;Sri Lanka
